idcrs,model_name,name,context,def,number_of_dependencies,dependencies
183,equalsVerifier,CR21,<InstanceType-Class{379}>,"allInstances(<root/types/UMLLoader3/Activity>)->exists(at:<root/types/UMLLoader3/Activity>|self.name = at.name)",2,"CR22 && CR23 &&"
184,equalsVerifier,CR22,<InstanceType-UseCase{636}>,"allInstances(<root/types/UMLLoader3/Class>)->exists(ct:<root/types/UMLLoader3/Class>| ct.name = self.name)",3,"CR24 && CR21 && CR23 &&"
185,equalsVerifier,CR23,<InstanceType-InteractionFragment{828}>,"allInstances(<root/types/UMLLoader3/Class>)->exists(ct:<root/types/UMLLoader3/Class>| ct.name = self.name)",3,"CR24 && CR22 && CR21 &&"
186,equalsVerifier,CR24,<InstanceType-InteractionFragment{828}>,"allInstances(<root/types/UMLLoader3/UseCase>)->exists(ut:<root/types/UMLLoader3/UseCase>| ut.name = self.name)",2,"CR22 && CR23 &&"
187,equalsVerifier,CR25,<InstanceType-CreateLinkObjectAction{1064}>,"allInstances(<root/types/UMLLoader3/Association>)->forAll(at:<root/types/UMLLoader3/Association>|  at.name = self.name implies self.result = at)",0,"CR25 has no dependencies"
188,equalsVerifier,CR26,<InstanceType-Class{379}>,"self.isAbstract = true implies  self.ownedOperation->forAll(o:<root/types/UMLLoader3/Operation>| o.isAbstract)",5,"CR01 && CR13 && CR27 && CR09 && CR19 &&"
189,equalsVerifier,CR27,<InstanceType-Lifeline{827}>,"allInstances(<root/types/UMLLoader3/Interface>)->forAll(it:<root/types/UMLLoader3/Interface>| self <> it implies allInstances(<root/types/UMLLoader3/Class>)->select(ct:<root/types/UMLLoader3/Class>| ct.isAbstract)->forAll(ab:<root/types/UMLLoader3/Class>| ab <> self.represents.type))",4,"CR16 && CR01 && CR26 && CR15 &&"
190,appsensor,CR01,<InstanceType-Message{821}>,"self.receiveEvent.asType(<root/types/UMLLoader3/InteractionFragment>).covered->forAll(r|r.represents.type.isTypeOf(<root/types/UMLLoader3/Class>) implies r.represents.type.asType(<root/types/UMLLoader3/Class>).ownedOperation->exists(op| op.name=self.name))",10,"CR16 && CR26 && CR15 && CR13 && CR27 && CR19 && CR20 && CR17 && CR18 && CR09 &&"
191,appsensor,CR02,<InstanceType-Association{523}>,"self.memberEnd.size() > 0 implies self.memberEnd->forAll(p | p.type <> null implies p.type.namespace = self.namespace)",3,"CR04 && CR03 && CR11 &&"
192,appsensor,CR03,<InstanceType-Association{523}>,"self.memberEnd->forAll(p1,p2 : <root/types/UMLLoader3/Property>| p1 <> p2 implies p1.name <> p2.name)",3,"CR04 && CR02 && CR05 &&"
193,appsensor,CR04,<InstanceType-Association{523}>,"self.memberEnd->size() > 0 implies self.memberEnd->select(p | p.aggregation.name = 'composite')->size() <= 1 or self.memberEnd->select(m | m.aggregation.name = 'shared')->size() <= 1",3,"CR03 && CR02 && CR06 &&"
194,appsensor,CR05,<InstanceType-Class{379}>,"self.ownedAttribute->forAll(p1,p2:<root/types/UMLLoader3/Property> | p1 <> p2 implies p1.name <> p2.name)",1,"CR03 &&"
195,appsensor,CR06,<InstanceType-Property{359}>,"(self.association <> null and self.aggregation.name='composite') implies (self.upper >= 0 and self.upper <= 1)",2,"CR04 && CR08 &&"
196,appsensor,CR07,<InstanceType-Package{327}>,"self.packagedElement->forAll(e1,e2:<root/types/UMLLoader3/PackageableElement> | (e1 <> e2) and (e1.name <> '' and e2.name <> '') implies (e1.name <> e2.name))",0,"CR07 has no dependencies"
197,appsensor,CR08,<InstanceType-Interface{386}>,"self.ownedAttribute->forAll(pr: <root/types/UMLLoader3/Property>| pr.association <> null or pr.visibility.name = 'public') and self.ownedOperation->forAll(o:<root/types/UMLLoader3/Operation>| o.visibility.name = 'public')",2,"CR20 && CR06 &&"
198,appsensor,CR09,<InstanceType-Class{379}>,"self.ownedOperation->forAll( o1,o2 : <root/types/UMLLoader3/Operation> | o1 <> o2 implies (o1.name <> o2.name or o1.ownedParameter->size() <> o2.ownedParameter->size() or o1.ownedParameter->exists(t1:<root/types/UMLLoader3/Type> | o2.ownedParameter->excludes(t1)) or o2.ownedParameter->exists(t2:<root/types/UMLLoader3/Type> | o1.ownedParameter->excludes(t2))))",9,"CR26 && CR13 && CR10 && CR19 && CR20 && CR18 && CR11 && CR14 && CR01 &&"
199,appsensor,CR10,<InstanceType-Operation{380}>,"self.ownedParameter->forAll(p1,p2:<root/types/UMLLoader3/Parameter>| p1 <> p2 implies p1.name <> p2.name)",3,"CR11 && CR14 && CR09 &&"
200,appsensor,CR11,<InstanceType-Operation{380}>,"self.ownedParameter->forAll(p:<root/types/UMLLoader3/Parameter>|p.type <> null and self.owner.isTypeOf(<root/types/UMLLoader3/Class>) implies (p.type.namespace = self.owner.asType(<root/types/UMLLoader3/Class>).namespace))",4,"CR02 && CR10 && CR14 && CR09 &&"
201,appsensor,CR12,<InstanceType-Generalization{621}>,"self.source->forAll(e1: <root/types/UMLLoader3/Element> | e1.isKindOf(<root/types/UMLLoader3/NamedElement>) implies self.target->forAll(e2 : <root/types/UMLLoader3/Element> | e2.isKindOf(<root/types/UMLLoader3/NamedElement>) and e1.asType(<root/types/UMLLoader3/NamedElement>).namespace = e2.asType(<root/types/UMLLoader3/NamedElement> ).namespace))",0,"CR12 has no dependencies"
202,appsensor,CR13,<InstanceType-Transition{483}>,"let classifier : <root/types/UMLLoader3/BehavioredClassifier> = self.owner.asType(<root/types/UMLLoader3/Region>).stateMachine.context in (self.owner.asType(<root/types/UMLLoader3/Region>).stateMachine <> null implies classifier.isTypeOf(<root/types/UMLLoader3/Class>) implies classifier.asType(<root/types/UMLLoader3/Class>).ownedOperation->exists(o:<root/types/UMLLoader3/Operation> | o.name = self.name))",7,"CR16 && CR26 && CR19 && CR20 && CR18 && CR01 && CR09 &&"
203,appsensor,CR14,<InstanceType-Operation{380}>,"self.ownedParameter->select(p : <root/types/UMLLoader3/Parameter> | p.direction.name = 'return')->size() <= 1",3,"CR10 && CR11 && CR09 &&"
204,appsensor,CR15,<InstanceType-Lifeline{818}>,self.represents.type.isTypeOf(<root/types/UMLLoader3/Class>),3,"CR16 && CR27 && CR01 &&"
205,appsensor,CR16,<InstanceType-Message{821}>,"self.receiveEvent.asType(<root/types/UMLLoader3/InteractionFragment>).covered->forAll(r|r.represents.type.isTypeOf(<root/types/UMLLoader3/Class>) implies r.represents.type.asType(<root/types/UMLLoader3/Class>).ownedBehavior->exists(ob| ob.asType(<root/types/UMLLoader3/StateMachine>).region->exists(re|re.asType(<root/types/UMLLoader3/Region>).transition->exists(t|t.name=self.name))))",8,"CR15 && CR13 && CR27 && CR19 && CR20 && CR17 && CR18 && CR01 &&"
206,appsensor,CR17,<InstanceType-Lifeline{818}>,"self.coveredBy->asList().size() > 0 implies self.coveredBy->asList()->first().asType(<root/types/UMLLoader3/InteractionFragment>).covered->isEmpty()",2,"CR16 && CR01 &&"
207,appsensor,CR18,<InstanceType-Operation{380}>,"allInstances(<root/types/UMLLoader3/Action>)->exists(a1: <root/types/UMLLoader3/Action>|  allInstances(<root/types/UMLLoader3/Message>)->exists(m1: <root/types/UMLLoader3/Message>| (a1.name = self.name) and (m1.name = self.name) implies a1.name = m1.name))",6,"CR16 && CR13 && CR19 && CR20 && CR01 && CR09 &&"
208,appsensor,CR19,<InstanceType-Message{821}>,"allInstances(<root/types/UMLLoader3/Operation>)->forAll(op:<root/types/UMLLoader3/Operation>| self.name = op.name implies not op.isAbstract)",7,"CR16 && CR26 && CR13 && CR20 && CR18 && CR01 && CR09 &&"
209,appsensor,CR20,<InstanceType-Message{821}>,"allInstances(<root/types/UMLLoader3/Operation>)->forAll(op:<root/types/UMLLoader3/Operation>| op.name = self.name implies ((self.visibility.name = 'public') and (op.visibility.name = 'public')) or ((self.visibility.name = 'private') and (op.visibility.name = 'private')) or ((self.visibility.name = 'protected') and (op.visibility.name = 'protected')))",7,"CR16 && CR13 && CR19 && CR18 && CR08 && CR01 && CR09 &&"
210,appsensor,CR21,<InstanceType-Class{379}>,"allInstances(<root/types/UMLLoader3/Activity>)->exists(at:<root/types/UMLLoader3/Activity>|self.name = at.name)",2,"CR22 && CR23 &&"
211,appsensor,CR22,<InstanceType-UseCase{636}>,"allInstances(<root/types/UMLLoader3/Class>)->exists(ct:<root/types/UMLLoader3/Class>| ct.name = self.name)",3,"CR24 && CR21 && CR23 &&"
212,appsensor,CR23,<InstanceType-InteractionFragment{817}>,"allInstances(<root/types/UMLLoader3/Class>)->exists(ct:<root/types/UMLLoader3/Class>| ct.name = self.name)",3,"CR24 && CR21 && CR22 &&"
213,appsensor,CR24,<InstanceType-InteractionFragment{817}>,"allInstances(<root/types/UMLLoader3/UseCase>)->exists(ut:<root/types/UMLLoader3/UseCase>| ut.name = self.name)",2,"CR22 && CR23 &&"
214,appsensor,CR25,<InstanceType-CreateLinkObjectAction{1019}>,"allInstances(<root/types/UMLLoader3/Association>)->forAll(at:<root/types/UMLLoader3/Association>|  at.name = self.name implies self.result = at)",0,"CR25 has no dependencies"
215,appsensor,CR26,<InstanceType-Class{379}>,"self.isAbstract = true implies  self.ownedOperation->forAll(o:<root/types/UMLLoader3/Operation>| o.isAbstract)",5,"CR13 && CR27 && CR19 && CR01 && CR09 &&"
216,appsensor,CR27,<InstanceType-Lifeline{818}>,"allInstances(<root/types/UMLLoader3/Interface>)->forAll(it:<root/types/UMLLoader3/Interface>| self <> it implies allInstances(<root/types/UMLLoader3/Class>)->select(ct:<root/types/UMLLoader3/Class>| ct.isAbstract)->forAll(ab:<root/types/UMLLoader3/Class>| ab <> self.represents.type))",4,"CR16 && CR26 && CR15 && CR01 &&"
217,ribbon,CR01,<InstanceType-Message{858}>,"self.receiveEvent.asType(<root/types/UMLLoader3/InteractionFragment>).covered->forAll(r|r.represents.type.isTypeOf(<root/types/UMLLoader3/Class>) implies r.represents.type.asType(<root/types/UMLLoader3/Class>).ownedOperation->exists(op| op.name=self.name))",10,"CR09 && CR27 && CR18 && CR13 && CR26 && CR16 && CR17 && CR19 && CR20 && CR15 &&"
218,ribbon,CR02,<InstanceType-Association{523}>,"self.memberEnd.size() > 0 implies self.memberEnd->forAll(p | p.type <> null implies p.type.namespace = self.namespace)",3,"CR11 && CR04 && CR03 &&"
219,ribbon,CR03,<InstanceType-Association{523}>,"self.memberEnd->forAll(p1,p2 : <root/types/UMLLoader3/Property>| p1 <> p2 implies p1.name <> p2.name)",3,"CR05 && CR04 && CR02 &&"
220,ribbon,CR04,<InstanceType-Association{523}>,"self.memberEnd->size() > 0 implies self.memberEnd->select(p | p.aggregation.name = 'composite')->size() <= 1 or self.memberEnd->select(m | m.aggregation.name = 'shared')->size() <= 1",3,"CR06 && CR03 && CR02 &&"
221,ribbon,CR05,<InstanceType-Class{379}>,"self.ownedAttribute->forAll(p1,p2:<root/types/UMLLoader3/Property> | p1 <> p2 implies p1.name <> p2.name)",1,"CR03 &&"
222,ribbon,CR06,<InstanceType-Property{359}>,"(self.association <> null and self.aggregation.name='composite') implies (self.upper >= 0 and self.upper <= 1)",2,"CR04 && CR08 &&"
223,ribbon,CR07,<InstanceType-Package{327}>,"self.packagedElement->forAll(e1,e2:<root/types/UMLLoader3/PackageableElement> | (e1 <> e2) and (e1.name <> '' and e2.name <> '') implies (e1.name <> e2.name))",0,"CR07 has no dependencies"
224,ribbon,CR08,<InstanceType-Interface{386}>,"self.ownedAttribute->forAll(pr: <root/types/UMLLoader3/Property>| pr.association <> null or pr.visibility.name = 'public') and self.ownedOperation->forAll(o:<root/types/UMLLoader3/Operation>| o.visibility.name = 'public')",2,"CR06 && CR20 &&"
225,ribbon,CR09,<InstanceType-Class{379}>,"self.ownedOperation->forAll( o1,o2 : <root/types/UMLLoader3/Operation> | o1 <> o2 implies (o1.name <> o2.name or o1.ownedParameter->size() <> o2.ownedParameter->size() or o1.ownedParameter->exists(t1:<root/types/UMLLoader3/Type> | o2.ownedParameter->excludes(t1)) or o2.ownedParameter->exists(t2:<root/types/UMLLoader3/Type> | o1.ownedParameter->excludes(t2))))",9,"CR18 && CR13 && CR11 && CR26 && CR10 && CR14 && CR19 && CR20 && CR01 &&"
226,ribbon,CR10,<InstanceType-Operation{380}>,"self.ownedParameter->forAll(p1,p2:<root/types/UMLLoader3/Parameter>| p1 <> p2 implies p1.name <> p2.name)",3,"CR09 && CR11 && CR14 &&"
227,ribbon,CR11,<InstanceType-Operation{380}>,"self.ownedParameter->forAll(p:<root/types/UMLLoader3/Parameter>|p.type <> null and self.owner.isTypeOf(<root/types/UMLLoader3/Class>) implies (p.type.namespace = self.owner.asType(<root/types/UMLLoader3/Class>).namespace))",4,"CR09 && CR10 && CR14 && CR02 &&"
228,ribbon,CR12,<InstanceType-Generalization{621}>,"self.source->forAll(e1: <root/types/UMLLoader3/Element> | e1.isKindOf(<root/types/UMLLoader3/NamedElement>) implies self.target->forAll(e2 : <root/types/UMLLoader3/Element> | e2.isKindOf(<root/types/UMLLoader3/NamedElement>) and e1.asType(<root/types/UMLLoader3/NamedElement>).namespace = e2.asType(<root/types/UMLLoader3/NamedElement> ).namespace))",0,"CR12 has no dependencies"
229,ribbon,CR13,<InstanceType-Transition{483}>,"let classifier : <root/types/UMLLoader3/BehavioredClassifier> = self.owner.asType(<root/types/UMLLoader3/Region>).stateMachine.context in (self.owner.asType(<root/types/UMLLoader3/Region>).stateMachine <> null implies classifier.isTypeOf(<root/types/UMLLoader3/Class>) implies classifier.asType(<root/types/UMLLoader3/Class>).ownedOperation->exists(o:<root/types/UMLLoader3/Operation> | o.name = self.name))",7,"CR09 && CR18 && CR26 && CR16 && CR19 && CR20 && CR01 &&"
230,ribbon,CR14,<InstanceType-Operation{380}>,"self.ownedParameter->select(p : <root/types/UMLLoader3/Parameter> | p.direction.name = 'return')->size() <= 1",3,"CR09 && CR11 && CR10 &&"
231,ribbon,CR15,<InstanceType-Lifeline{840}>,self.represents.type.isTypeOf(<root/types/UMLLoader3/Class>),3,"CR27 && CR16 && CR01 &&"
232,ribbon,CR16,<InstanceType-Message{858}>,"self.receiveEvent.asType(<root/types/UMLLoader3/InteractionFragment>).covered->forAll(r|r.represents.type.isTypeOf(<root/types/UMLLoader3/Class>) implies r.represents.type.asType(<root/types/UMLLoader3/Class>).ownedBehavior->exists(ob| ob.asType(<root/types/UMLLoader3/StateMachine>).region->exists(re|re.asType(<root/types/UMLLoader3/Region>).transition->exists(t|t.name=self.name))))",8,"CR27 && CR18 && CR13 && CR17 && CR19 && CR20 && CR15 && CR01 &&"
233,ribbon,CR17,<InstanceType-Lifeline{840}>,"self.coveredBy->asList().size() > 0 implies self.coveredBy->asList()->first().asType(<root/types/UMLLoader3/InteractionFragment>).covered->isEmpty()",2,"CR16 && CR01 &&"
234,ribbon,CR18,<InstanceType-Operation{380}>,"allInstances(<root/types/UMLLoader3/Action>)->exists(a1: <root/types/UMLLoader3/Action>|  allInstances(<root/types/UMLLoader3/Message>)->exists(m1: <root/types/UMLLoader3/Message>| (a1.name = self.name) and (m1.name = self.name) implies a1.name = m1.name))",6,"CR09 && CR13 && CR16 && CR19 && CR20 && CR01 &&"
235,ribbon,CR19,<InstanceType-Message{858}>,"allInstances(<root/types/UMLLoader3/Operation>)->forAll(op:<root/types/UMLLoader3/Operation>| self.name = op.name implies not op.isAbstract)",7,"CR09 && CR18 && CR13 && CR26 && CR16 && CR20 && CR01 &&"
236,ribbon,CR20,<InstanceType-Message{858}>,"allInstances(<root/types/UMLLoader3/Operation>)->forAll(op:<root/types/UMLLoader3/Operation>| op.name = self.name implies ((self.visibility.name = 'public') and (op.visibility.name = 'public')) or ((self.visibility.name = 'private') and (op.visibility.name = 'private')) or ((self.visibility.name = 'protected') and (op.visibility.name = 'protected')))",7,"CR09 && CR18 && CR13 && CR16 && CR19 && CR01 && CR08 &&"
237,ribbon,CR21,<InstanceType-Class{379}>,"allInstances(<root/types/UMLLoader3/Activity>)->exists(at:<root/types/UMLLoader3/Activity>|self.name = at.name)",2,"CR22 && CR23 &&"
238,ribbon,CR22,<InstanceType-UseCase{636}>,"allInstances(<root/types/UMLLoader3/Class>)->exists(ct:<root/types/UMLLoader3/Class>| ct.name = self.name)",3,"CR24 && CR21 && CR23 &&"
239,ribbon,CR23,<InstanceType-InteractionFragment{841}>,"allInstances(<root/types/UMLLoader3/Class>)->exists(ct:<root/types/UMLLoader3/Class>| ct.name = self.name)",3,"CR22 && CR24 && CR21 &&"
240,ribbon,CR24,<InstanceType-InteractionFragment{841}>,"allInstances(<root/types/UMLLoader3/UseCase>)->exists(ut:<root/types/UMLLoader3/UseCase>| ut.name = self.name)",2,"CR22 && CR23 &&"
241,ribbon,CR25,<InstanceType-CreateLinkObjectAction{1061}>,"allInstances(<root/types/UMLLoader3/Association>)->forAll(at:<root/types/UMLLoader3/Association>|  at.name = self.name implies self.result = at)",0,"CR25 has no dependencies"
242,ribbon,CR26,<InstanceType-Class{379}>,"self.isAbstract = true implies  self.ownedOperation->forAll(o:<root/types/UMLLoader3/Operation>| o.isAbstract)",5,"CR09 && CR27 && CR13 && CR19 && CR01 &&"
243,ribbon,CR27,<InstanceType-Lifeline{840}>,"allInstances(<root/types/UMLLoader3/Interface>)->forAll(it:<root/types/UMLLoader3/Interface>| self <> it implies allInstances(<root/types/UMLLoader3/Class>)->select(ct:<root/types/UMLLoader3/Class>| ct.isAbstract)->forAll(ab:<root/types/UMLLoader3/Class>| ab <> self.represents.type))",4,"CR26 && CR16 && CR15 && CR01 &&"
244,parkJava,CR01,<InstanceType-Message{844}>,"self.receiveEvent.asType(<root/types/UMLLoader3/InteractionFragment>).covered->forAll(r|r.represents.type.isTypeOf(<root/types/UMLLoader3/Class>) implies r.represents.type.asType(<root/types/UMLLoader3/Class>).ownedOperation->exists(op| op.name=self.name))",10,"CR16 && CR15 && CR18 && CR13 && CR17 && CR09 && CR27 && CR19 && CR20 && CR26 &&"
245,parkJava,CR02,<InstanceType-Association{523}>,"self.memberEnd.size() > 0 implies self.memberEnd->forAll(p | p.type <> null implies p.type.namespace = self.namespace)",3,"CR04 && CR11 && CR03 &&"
246,parkJava,CR03,<InstanceType-Association{523}>,"self.memberEnd->forAll(p1,p2 : <root/types/UMLLoader3/Property>| p1 <> p2 implies p1.name <> p2.name)",3,"CR04 && CR02 && CR05 &&"
247,parkJava,CR04,<InstanceType-Association{523}>,"self.memberEnd->size() > 0 implies self.memberEnd->select(p | p.aggregation.name = 'composite')->size() <= 1 or self.memberEnd->select(m | m.aggregation.name = 'shared')->size() <= 1",3,"CR02 && CR03 && CR06 &&"
248,parkJava,CR05,<InstanceType-Class{379}>,"self.ownedAttribute->forAll(p1,p2:<root/types/UMLLoader3/Property> | p1 <> p2 implies p1.name <> p2.name)",1,"CR03 &&"
249,parkJava,CR06,<InstanceType-Property{359}>,"(self.association <> null and self.aggregation.name='composite') implies (self.upper >= 0 and self.upper <= 1)",2,"CR04 && CR08 &&"
250,parkJava,CR07,<InstanceType-Package{327}>,"self.packagedElement->forAll(e1,e2:<root/types/UMLLoader3/PackageableElement> | (e1 <> e2) and (e1.name <> '' and e2.name <> '') implies (e1.name <> e2.name))",0,"CR07 has no dependencies"
251,parkJava,CR08,<InstanceType-Interface{386}>,"self.ownedAttribute->forAll(pr: <root/types/UMLLoader3/Property>| pr.association <> null or pr.visibility.name = 'public') and self.ownedOperation->forAll(o:<root/types/UMLLoader3/Operation>| o.visibility.name = 'public')",2,"CR06 && CR20 &&"
252,parkJava,CR09,<InstanceType-Class{379}>,"self.ownedOperation->forAll( o1,o2 : <root/types/UMLLoader3/Operation> | o1 <> o2 implies (o1.name <> o2.name or o1.ownedParameter->size() <> o2.ownedParameter->size() or o1.ownedParameter->exists(t1:<root/types/UMLLoader3/Type> | o2.ownedParameter->excludes(t1)) or o2.ownedParameter->exists(t2:<root/types/UMLLoader3/Type> | o1.ownedParameter->excludes(t2))))",9,"CR11 && CR10 && CR18 && CR01 && CR14 && CR13 && CR19 && CR20 && CR26 &&"
253,parkJava,CR10,<InstanceType-Operation{380}>,"self.ownedParameter->forAll(p1,p2:<root/types/UMLLoader3/Parameter>| p1 <> p2 implies p1.name <> p2.name)",3,"CR11 && CR14 && CR09 &&"
254,parkJava,CR11,<InstanceType-Operation{380}>,"self.ownedParameter->forAll(p:<root/types/UMLLoader3/Parameter>|p.type <> null and self.owner.isTypeOf(<root/types/UMLLoader3/Class>) implies (p.type.namespace = self.owner.asType(<root/types/UMLLoader3/Class>).namespace))",4,"CR10 && CR02 && CR14 && CR09 &&"
255,parkJava,CR12,<InstanceType-Generalization{621}>,"self.source->forAll(e1: <root/types/UMLLoader3/Element> | e1.isKindOf(<root/types/UMLLoader3/NamedElement>) implies self.target->forAll(e2 : <root/types/UMLLoader3/Element> | e2.isKindOf(<root/types/UMLLoader3/NamedElement>) and e1.asType(<root/types/UMLLoader3/NamedElement>).namespace = e2.asType(<root/types/UMLLoader3/NamedElement> ).namespace))",0,"CR12 has no dependencies"
256,parkJava,CR13,<InstanceType-Transition{483}>,"let classifier : <root/types/UMLLoader3/BehavioredClassifier> = self.owner.asType(<root/types/UMLLoader3/Region>).stateMachine.context in (self.owner.asType(<root/types/UMLLoader3/Region>).stateMachine <> null implies classifier.isTypeOf(<root/types/UMLLoader3/Class>) implies classifier.asType(<root/types/UMLLoader3/Class>).ownedOperation->exists(o:<root/types/UMLLoader3/Operation> | o.name = self.name))",7,"CR16 && CR18 && CR01 && CR09 && CR19 && CR20 && CR26 &&"
257,parkJava,CR14,<InstanceType-Operation{380}>,"self.ownedParameter->select(p : <root/types/UMLLoader3/Parameter> | p.direction.name = 'return')->size() <= 1",3,"CR11 && CR10 && CR09 &&"
258,parkJava,CR15,<InstanceType-Lifeline{841}>,self.represents.type.isTypeOf(<root/types/UMLLoader3/Class>),3,"CR16 && CR01 && CR27 &&"
259,parkJava,CR16,<InstanceType-Message{844}>,"self.receiveEvent.asType(<root/types/UMLLoader3/InteractionFragment>).covered->forAll(r|r.represents.type.isTypeOf(<root/types/UMLLoader3/Class>) implies r.represents.type.asType(<root/types/UMLLoader3/Class>).ownedBehavior->exists(ob| ob.asType(<root/types/UMLLoader3/StateMachine>).region->exists(re|re.asType(<root/types/UMLLoader3/Region>).transition->exists(t|t.name=self.name))))",8,"CR15 && CR18 && CR01 && CR13 && CR17 && CR27 && CR19 && CR20 &&"
260,parkJava,CR17,<InstanceType-Lifeline{841}>,"self.coveredBy->asList().size() > 0 implies self.coveredBy->asList()->first().asType(<root/types/UMLLoader3/InteractionFragment>).covered->isEmpty()",2,"CR16 && CR01 &&"
261,parkJava,CR18,<InstanceType-Operation{380}>,"allInstances(<root/types/UMLLoader3/Action>)->exists(a1: <root/types/UMLLoader3/Action>|  allInstances(<root/types/UMLLoader3/Message>)->exists(m1: <root/types/UMLLoader3/Message>| (a1.name = self.name) and (m1.name = self.name) implies a1.name = m1.name))",6,"CR16 && CR01 && CR13 && CR09 && CR19 && CR20 &&"
262,parkJava,CR19,<InstanceType-Message{844}>,"allInstances(<root/types/UMLLoader3/Operation>)->forAll(op:<root/types/UMLLoader3/Operation>| self.name = op.name implies not op.isAbstract)",7,"CR16 && CR18 && CR01 && CR13 && CR09 && CR20 && CR26 &&"
263,parkJava,CR20,<InstanceType-Message{844}>,"allInstances(<root/types/UMLLoader3/Operation>)->forAll(op:<root/types/UMLLoader3/Operation>| op.name = self.name implies ((self.visibility.name = 'public') and (op.visibility.name = 'public')) or ((self.visibility.name = 'private') and (op.visibility.name = 'private')) or ((self.visibility.name = 'protected') and (op.visibility.name = 'protected')))",7,"CR16 && CR18 && CR01 && CR13 && CR09 && CR19 && CR08 &&"
264,parkJava,CR21,<InstanceType-Class{379}>,"allInstances(<root/types/UMLLoader3/Activity>)->exists(at:<root/types/UMLLoader3/Activity>|self.name = at.name)",2,"CR23 && CR22 &&"
265,parkJava,CR22,<InstanceType-UseCase{636}>,"allInstances(<root/types/UMLLoader3/Class>)->exists(ct:<root/types/UMLLoader3/Class>| ct.name = self.name)",3,"CR21 && CR24 && CR23 &&"
266,parkJava,CR23,<InstanceType-InteractionFragment{840}>,"allInstances(<root/types/UMLLoader3/Class>)->exists(ct:<root/types/UMLLoader3/Class>| ct.name = self.name)",3,"CR21 && CR24 && CR22 &&"
267,parkJava,CR24,<InstanceType-InteractionFragment{840}>,"allInstances(<root/types/UMLLoader3/UseCase>)->exists(ut:<root/types/UMLLoader3/UseCase>| ut.name = self.name)",2,"CR23 && CR22 &&"
268,parkJava,CR25,<InstanceType-CreateLinkObjectAction{1164}>,"allInstances(<root/types/UMLLoader3/Association>)->forAll(at:<root/types/UMLLoader3/Association>|  at.name = self.name implies self.result = at)",0,"CR25 has no dependencies"
269,parkJava,CR26,<InstanceType-Class{379}>,"self.isAbstract = true implies  self.ownedOperation->forAll(o:<root/types/UMLLoader3/Operation>| o.isAbstract)",5,"CR01 && CR13 && CR09 && CR27 && CR19 &&"
270,parkJava,CR27,<InstanceType-Lifeline{841}>,"allInstances(<root/types/UMLLoader3/Interface>)->forAll(it:<root/types/UMLLoader3/Interface>| self <> it implies allInstances(<root/types/UMLLoader3/Class>)->select(ct:<root/types/UMLLoader3/Class>| ct.isAbstract)->forAll(ab:<root/types/UMLLoader3/Class>| ab <> self.represents.type))",4,"CR16 && CR15 && CR01 && CR26 &&"
271,dbms,CR01,<InstanceType-Message{813}>,"self.receiveEvent.asType(<root/types/UMLLoader3/InteractionFragment>).covered->forAll(r|r.represents.type.isTypeOf(<root/types/UMLLoader3/Class>) implies r.represents.type.asType(<root/types/UMLLoader3/Class>).ownedOperation->exists(op| op.name=self.name))",10,"CR19 && CR20 && CR18 && CR27 && CR15 && CR16 && CR13 && CR09 && CR17 && CR26 &&"
272,dbms,CR02,<InstanceType-Association{523}>,"self.memberEnd.size() > 0 implies self.memberEnd->forAll(p | p.type <> null implies p.type.namespace = self.namespace)",3,"CR04 && CR03 && CR11 &&"
273,dbms,CR03,<InstanceType-Association{523}>,"self.memberEnd->forAll(p1,p2 : <root/types/UMLLoader3/Property>| p1 <> p2 implies p1.name <> p2.name)",3,"CR04 && CR02 && CR05 &&"
274,dbms,CR04,<InstanceType-Association{523}>,"self.memberEnd->size() > 0 implies self.memberEnd->select(p | p.aggregation.name = 'composite')->size() <= 1 or self.memberEnd->select(m | m.aggregation.name = 'shared')->size() <= 1",3,"CR02 && CR03 && CR06 &&"
275,dbms,CR05,<InstanceType-Class{379}>,"self.ownedAttribute->forAll(p1,p2:<root/types/UMLLoader3/Property> | p1 <> p2 implies p1.name <> p2.name)",1,"CR03 &&"
276,dbms,CR06,<InstanceType-Property{359}>,"(self.association <> null and self.aggregation.name='composite') implies (self.upper >= 0 and self.upper <= 1)",2,"CR04 && CR08 &&"
277,dbms,CR07,<InstanceType-Package{327}>,"self.packagedElement->forAll(e1,e2:<root/types/UMLLoader3/PackageableElement> | (e1 <> e2) and (e1.name <> '' and e2.name <> '') implies (e1.name <> e2.name))",0,"CR07 has no dependencies"
278,dbms,CR08,<InstanceType-Interface{386}>,"self.ownedAttribute->forAll(pr: <root/types/UMLLoader3/Property>| pr.association <> null or pr.visibility.name = 'public') and self.ownedOperation->forAll(o:<root/types/UMLLoader3/Operation>| o.visibility.name = 'public')",2,"CR20 && CR06 &&"
279,dbms,CR09,<InstanceType-Class{379}>,"self.ownedOperation->forAll( o1,o2 : <root/types/UMLLoader3/Operation> | o1 <> o2 implies (o1.name <> o2.name or o1.ownedParameter->size() <> o2.ownedParameter->size() or o1.ownedParameter->exists(t1:<root/types/UMLLoader3/Type> | o2.ownedParameter->excludes(t1)) or o2.ownedParameter->exists(t2:<root/types/UMLLoader3/Type> | o1.ownedParameter->excludes(t2))))",9,"CR19 && CR20 && CR18 && CR01 && CR11 && CR14 && CR10 && CR13 && CR26 &&"
