idcre,system_name,cre,crd,time,result,instance_type
10377,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDisplayConfiguration<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",70,0,<InstanceType-Method8}>
10394,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoButtonText<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",44,0,<InstanceType-Method8}>
10427,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",101,0,<InstanceType-Method8}>
10430,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarcWall<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",44,0,<InstanceType-Method8}>
10484,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getCircleCuts<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",41,0,<InstanceType-Method8}>
10507,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoEntity<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",35,0,<InstanceType-Method8}>
10509,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonWithImage6}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",56,0,<InstanceType-Method8}>
10543,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage5}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",94,0,<InstanceType-Method8}>
10549,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-rectangleIntersects<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",77,0,<InstanceType-Method8}>
10556,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage4}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",67,0,<InstanceType-Method8}>
10574,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonWithImage7}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",56,0,<InstanceType-Method8}>
10601,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarcEntity<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",41,0,<InstanceType-Method8}>
10610,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonWithImage<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",60,0,<InstanceType-Method8}>
10614,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",196,0,<InstanceType-Method8}>
10641,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoButtonText<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",64,0,<InstanceType-Method8}>
10662,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarcHelpButton<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",36,0,<InstanceType-Method8}>
10663,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNewTextfield<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",30,0,<InstanceType-Method8}>
10678,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage3}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",76,0,<InstanceType-Method8}>
10691,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-rectangleIntersects<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",43,0,<InstanceType-Method8}>
10746,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarcPlayer<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",59,0,<InstanceType-Method8}>
10768,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoAnimation<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",31,0,<InstanceType-Method8}>
10793,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarcPaddle<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",40,0,<InstanceType-Method8}>
10795,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",48,0,<InstanceType-Method8}>
10796,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawSpeech<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",39,0,<InstanceType-Method8}>
10797,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-rectangleContains<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",51,0,<InstanceType-Method8}>
10832,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarcHelpButton<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",34,0,<InstanceType-Method8}>
10845,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",64,0,<InstanceType-Method8}>
10848,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",55,0,<InstanceType-Method8}>
10862,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoAnimation<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",60,0,<InstanceType-Method8}>
10881,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawString<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",29,0,<InstanceType-Method8}>
10890,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoButton<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",36,0,<InstanceType-Method8}>
11561,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#void4}<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]","CR6 (Data Class) - A class contains only crude methods",10,0,<InstanceType-Class3}>
11566,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#byte<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]","CR6 (Data Class) - A class contains only crude methods",7,0,<InstanceType-Class3}>
11569,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#boolean1}<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]","CR6 (Data Class) - A class contains only crude methods",6,0,<InstanceType-Class3}>
11574,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#long3}<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]","CR6 (Data Class) - A class contains only crude methods",6,0,<InstanceType-Class3}>
11576,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoConstants<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]","CR6 (Data Class) - A class contains only crude methods",7,0,<InstanceType-Class3}>
11581,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#float<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]","CR6 (Data Class) - A class contains only crude methods",5,0,<InstanceType-Class3}>
11591,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#char<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]","CR6 (Data Class) - A class contains only crude methods",6,0,<InstanceType-Class3}>
11602,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarcConstants<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]","CR6 (Data Class) - A class contains only crude methods",6,0,<InstanceType-Class3}>
11610,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#int8}<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]","CR6 (Data Class) - A class contains only crude methods",5,0,<InstanceType-Class3}>
11618,ApoMarc,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#double<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]","CR6 (Data Class) - A class contains only crude methods",17,0,<InstanceType-Class3}>
13873,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimpleEditor<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class3}>]]","CR1 (Large Class) - A class has many fields",7,0,<InstanceType-Class3}>
13881,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimpleGame<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class3}>]]","CR1 (Large Class) - A class has many fields",7,0,<InstanceType-Class3}>
13888,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimpleConstants<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class3}>]]","CR1 (Large Class) - A class has many fields",3345,0,<InstanceType-Class3}>
13913,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimpleImages0}<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]","CR2 (Large Class) - A class has many methods",6,0,<InstanceType-Class3}>
13915,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimpleLevelGeneration<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]","CR2 (Large Class) - A class has many methods",28,0,<InstanceType-Class3}>
13926,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoEntity<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]","CR2 (Large Class) - A class has many methods",6,0,<InstanceType-Class3}>
13933,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimpleLevel<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]","CR2 (Large Class) - A class has many methods",27,0,<InstanceType-Class3}>
13940,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoScreen<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]","CR2 (Large Class) - A class has many methods",7,0,<InstanceType-Class3}>
13955,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimplePanel<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]","CR2 (Large Class) - A class has many methods",41,0,<InstanceType-Class3}>
13956,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoHelp<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]","CR2 (Large Class) - A class has many methods",24,0,<InstanceType-Class3}>
13960,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimpleGame<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]","CR2 (Large Class) - A class has many methods",30,0,<InstanceType-Class3}>
13961,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimpleComponent<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]","CR2 (Large Class) - A class has many methods",7,0,<InstanceType-Class3}>
13962,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNewTextfield<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]","CR2 (Large Class) - A class has many methods",6,0,<InstanceType-Class3}>
13967,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoAnimation<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]","CR2 (Large Class) - A class has many methods",9,0,<InstanceType-Class3}>
14092,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-process<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method8}>]]","CR3 (Long Methods) - A method contains too many lines of code.",303,0,<InstanceType-Method8}>
14489,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSplashScreen<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method8}>]]","CR3 (Long Methods) - A method contains too many lines of code.",4,0,<InstanceType-Method8}>
14533,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-makeBackground<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method8}>]]","CR3 (Long Methods) - A method contains too many lines of code.",6,0,<InstanceType-Method8}>
14643,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-rectangleContains<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",35,0,<InstanceType-Method8}>
14666,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonWithImage<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",39,0,<InstanceType-Method8}>
14694,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage9}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",35,0,<InstanceType-Method8}>
14740,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",49,0,<InstanceType-Method8}>
14792,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-rectangleIntersects<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",96,0,<InstanceType-Method8}>
14822,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimpleEntity<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",26,0,<InstanceType-Method8}>
14877,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage0}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",68,0,<InstanceType-Method8}>
14887,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-save<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",42,0,<InstanceType-Method8}>
14888,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",34,0,<InstanceType-Method8}>
14889,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimpleOptionsButton<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",41,0,<InstanceType-Method8}>
14901,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNewTextfield<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",29,0,<InstanceType-Method8}>
14926,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonWithImage4}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",44,0,<InstanceType-Method8}>
14958,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimplePlayer<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",26,0,<InstanceType-Method8}>
14968,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getImageSimpleTriangle6}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",32,0,<InstanceType-Method8}>
14981,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoButtonText<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",43,0,<InstanceType-Method8}>
14986,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawString<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",34,0,<InstanceType-Method8}>
14998,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimpleString<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",29,0,<InstanceType-Method8}>
15026,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimpleOptionsButton<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",52,0,<InstanceType-Method8}>
15060,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDisplayConfiguration<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",29,0,<InstanceType-Method8}>
15063,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImageLevelChooser0}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",98,0,<InstanceType-Method8}>
15070,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawSpeech<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",35,0,<InstanceType-Method8}>
15091,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getImageSimple9}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",40,0,<InstanceType-Method8}>
15096,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImageSimple2}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",49,0,<InstanceType-Method8}>
15136,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoButton<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",33,0,<InstanceType-Method8}>
15143,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",35,0,<InstanceType-Method8}>
15161,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-rectangleIntersects<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",33,0,<InstanceType-Method8}>
15185,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage1}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",45,0,<InstanceType-Method8}>
15204,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",65,0,<InstanceType-Method8}>
15206,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",45,0,<InstanceType-Method8}>
15213,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoAnimation<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",33,0,<InstanceType-Method8}>
